Date,SPY,AGG,DBC,GLD
2008-07-01,93.653,61.854,39.205,92.66
2008-07-02,92.048,61.779,39.953,93.17
2008-07-03,92.143,61.798,39.936,92.06
2008-07-07,91.202,62.015,39.394,91.23
2008-07-08,92.822,62.257,37.966,90.86
2008-07-09,91.034,62.499,37.94,91.5
2008-07-10,91.406,62.555,38.973,93.53
2008-07-11,90.341,62.201,39.515,95.16
2008-07-14,89.524,62.294,39.532,95.91
2008-07-15,88.262,62.536,38.276,96.17
2008-07-16,90.429,62.058,37.691,94.44
2008-07-17,91.333,61.785,36.805,94.22
2008-07-18,91.902,61.425,36.177,94.17
2008-07-21,91.954,61.748,36.615,95.12
2008-07-22,92.997,61.537,35.815,93.06
2008-07-23,93.5,61.612,35.007,90.57
2008-07-24,91.56,62.04,35.032,91.33
2008-07-25,91.538,61.723,34.594,91.69
2008-07-28,90.195,62.003,34.766,91.73
2008-07-29,92.121,61.928,34.37,90.59
2008-07-30,93.763,61.996,35.05,89.52
2008-07-31,92.523,62.313,34.757,90.08
2008-08-01,92.034,62.239,34.37,89.57
2008-08-04,91.18,62.059,33.234,88.14
2008-08-05,93.639,61.953,33.002,86.08
2008-08-06,94.054,61.884,32.649,86.64
2008-08-07,92.654,62.208,32.83,86.09
2008-08-08,94.375,62.115,31.909,84.43
2008-08-11,95.353,61.959,31.875,81.13
2008-08-12,94.361,62.221,31.6,80.52
2008-08-13,93.792,62.115,32.658,81.56
2008-08-14,94.499,62.264,32.374,79.35
2008-08-15,94.959,62.445,31.935,77.63
2008-08-18,93.661,62.551,32.116,78.8
2008-08-19,92.639,62.501,32.615,80.43
2008-08-20,93.07,62.601,32.873,80.06
2008-08-21,93.23,62.613,34.284,82.3
2008-08-22,94.58,62.545,33.122,81.08
2008-08-25,92.661,62.738,32.933,80.93
2008-08-26,92.931,62.663,32.95,81.23
2008-08-27,93.836,62.738,33.26,81.36
2008-08-28,94.974,62.794,32.606,82.18
2008-08-29,93.952,62.775,32.486,81.71
2008-09-02,93.369,62.984,31.643,79.2
2008-09-03,93.289,62.972,31.462,78.89
2008-09-04,90.48,63.203,31.015,78.39
2008-09-05,90.764,63.015,30.705,78.98
2008-09-08,92.639,63.409,30.636,78.86
2008-09-09,89.889,63.691,29.518,76.49
2008-09-10,90.254,63.647,29.561,74.22
2008-09-11,91.56,63.566,29.311,73.08
2008-09-12,91.983,63.309,29.509,75.55
2008-09-15,87.606,63.56,28.348,77.56
2008-09-16,89.072,62.915,27.771,76.79
2008-09-17,85.067,63.072,28.606,85.46
2008-09-18,87.591,62.896,28.657,82.8
2008-09-19,91.07,63.178,29.604,85.98
2008-09-22,89.008,62.19,30.628,89.18
2008-09-23,86.983,62.096,30.326,88.32
2008-09-24,87.262,62.171,30.077,86.71
2008-09-25,88.626,62.058,30.602,86.45
2008-09-26,88.67,61.746,30.24,86.64
2008-09-29,81.722,61.464,28.365,89.57
2008-09-30,85.105,61.671,29.156,85.07
2008-10-01,85.156,61.231,28.477,85.97
2008-10-02,82.067,61.47,26.902,82.33
2008-10-03,80.959,61.934,26.274,82.59
2008-10-06,76.835,61.953,25.156,84.28
2008-10-07,73.394,60.672,25.466,87.27
2008-10-08,71.545,59.454,25.836,89.42
2008-10-09,66.549,59.592,24.631,89.9
2008-10-10,64.934,55.516,23.538,83.22
2008-10-13,74.363,57.664,24.846,81.99
2008-10-14,73.262,58.876,24.39,82.2
2008-10-15,66.05,59.818,23.28,83.31
2008-10-16,68.801,58.876,22.842,79.29
2008-10-17,68.39,59.089,23.1,77.21
2008-10-20,72.499,60.144,23.564,78.5
2008-10-21,70.335,60.672,22.721,76.03
2008-10-22,66.505,61.375,21.646,71.71
2008-10-23,67.275,60.295,21.732,70.65
2008-10-24,63.863,59.787,20.863,72.21
2008-10-27,61.596,59.19,20.708,72.18
2008-10-28,68.794,59.397,21.276,73.79
2008-10-29,68.295,60.528,22.532,74.0
2008-10-30,70.658,60.452,21.603,72.71
2008-10-31,71.046,60.264,21.844,71.34
2008-11-03,71.252,59.305,21.603,71.1
2008-11-04,73.673,60.257,22.584,75.48
2008-11-05,70.577,61.172,21.998,72.8
2008-11-06,66.666,60.92,21.035,72.22
2008-11-07,68.867,61.229,21.061,72.5
2008-11-10,67.965,60.838,21.198,73.58
2008-11-11,65.866,61.298,20.794,72.05
2008-11-12,62.968,60.768,20.183,70.0
2008-11-13,66.894,60.976,20.562,72.15
2008-11-14,63.555,61.159,20.433,73.3
2008-11-17,62.711,61.323,19.968,72.65
2008-11-18,63.893,61.235,19.667,72.51
2008-11-19,59.798,61.412,19.443,72.26
2008-11-20,55.359,61.424,18.454,73.45
2008-11-21,58.346,60.932,18.772,78.85
2008-11-24,62.388,60.926,20.063,80.91
2008-11-25,62.851,62.446,19.392,80.87
2008-11-26,65.279,62.206,20.011,80.38
2008-11-28,66.101,62.086,19.142,80.31
2008-12-01,60.246,62.962,18.549,75.65
2008-12-02,62.565,63.025,18.557,76.95
2008-12-03,64.069,63.032,18.342,76.18
2008-12-04,62.587,63.241,17.379,75.5
2008-12-05,64.516,62.892,16.948,74.52
2008-12-08,66.769,62.81,17.731,76.2
2008-12-09,65.668,63.399,17.344,76.33
2008-12-10,66.116,63.285,17.869,79.75
2008-12-11,64.524,63.614,18.437,80.65
2008-12-12,65.294,63.633,18.841,80.81
2008-12-15,64.384,63.785,18.308,82.6
2008-12-16,67.414,64.039,18.57,84.46
2008-12-17,66.761,64.381,18.317,85.43
2008-12-18,65.514,64.786,18.037,83.87
2008-12-19,65.232,64.577,17.915,82.63
2008-12-22,64.396,64.925,17.408,83.46
2008-12-23,63.731,65.558,17.478,82.63
2008-12-24,64.101,65.869,17.207,83.46
2008-12-26,64.47,65.647,17.478,85.6
2008-12-29,64.285,66.153,17.67,86.35
2008-12-30,65.809,66.178,17.775,85.9
2008-12-31,66.749,66.223,18.518,86.52
2009-01-02,68.761,65.81,19.164,86.23
2009-01-05,68.679,66.858,19.365,84.48
2009-01-06,69.138,66.483,19.872,85.13
2009-01-07,67.067,65.873,18.859,82.75
2009-01-08,67.34,65.371,18.928,84.46
2009-01-09,65.898,65.149,18.71,83.92
2009-01-12,64.315,65.492,17.862,80.76
2009-01-13,64.433,65.6,18.159,80.88
2009-01-14,62.407,65.511,17.906,79.79
2009-01-15,62.429,65.505,17.889,80.39
2009-01-16,62.917,65.841,17.967,82.71
2009-01-20,59.596,65.498,17.408,84.52
2009-01-21,62.17,65.155,17.478,84.15
2009-01-22,61.208,64.875,17.251,84.58
2009-01-23,61.475,64.774,18.055,88.53
2009-01-26,61.896,64.71,18.09,88.95
2009-01-27,62.525,65.041,17.6,88.38
2009-01-28,64.641,65.079,18.02,87.42
2009-01-29,62.54,64.5,17.801,89.5
2009-01-30,61.268,64.907,17.696,91.31
2009-02-02,61.083,64.796,17.355,88.84
2009-02-03,61.941,64.509,17.154,88.47
2009-02-04,61.637,64.42,17.251,89.18
2009-02-05,62.555,64.216,17.635,90.12
2009-02-06,64.337,64.388,17.766,89.59
2009-02-09,64.426,64.394,17.67,88.32
2009-02-10,61.475,64.79,17.443,90.21
2009-02-11,61.837,64.777,17.338,92.29
2009-02-12,61.882,65.121,17.364,93.17
2009-02-13,61.216,64.924,17.05,92.55
2009-02-17,58.597,64.975,16.097,95.45
2009-02-18,58.457,64.841,16.001,96.91
2009-02-19,57.828,64.739,16.394,95.77
2009-02-20,57.266,64.407,16.211,97.8
2009-02-23,55.217,64.739,16.053,97.73
2009-02-24,57.31,64.611,16.359,94.73
2009-02-25,56.859,64.554,16.552,93.15
2009-02-26,55.935,64.216,16.901,93.06
2009-02-27,54.684,64.222,16.7,92.63
2009-03-02,52.221,64.438,15.861,90.93
2009-03-03,51.829,64.355,15.966,90.04
2009-03-04,53.057,64.054,16.525,88.99
2009-03-05,50.89,64.265,16.385,91.99
2009-03-06,50.979,64.438,16.779,92.29
2009-03-09,50.38,63.996,16.683,90.57
2009-03-10,53.383,64.144,16.639,88.14
2009-03-11,53.73,64.297,16.115,89.22
2009-03-12,55.846,64.355,16.866,91.1
2009-03-13,56.282,64.419,16.718,91.3
2009-03-16,56.112,64.22,17.085,90.8
2009-03-17,57.828,64.028,17.452,90.04
2009-03-18,59.123,65.046,17.67,93.09
2009-03-19,58.39,65.206,18.037,94.35
2009-03-20,57.147,64.841,18.282,93.59
2009-03-23,61.252,64.841,18.666,92.08
2009-03-24,60.045,64.399,18.36,90.95
2009-03-25,60.678,64.118,18.081,91.98
2009-03-26,61.915,64.246,18.395,91.93
2009-03-27,60.797,64.297,18.055,90.69
2009-03-30,58.696,64.598,17.399,89.98
2009-03-31,59.24,64.931,17.478,90.28
2009-04-01,60.388,64.899,17.434,91.03
2009-04-02,62.153,64.694,18.107,88.8
2009-04-03,62.771,64.482,18.387,87.59
2009-04-06,62.28,64.469,18.159,85.27
2009-04-07,60.827,64.366,17.836,86.74
2009-04-08,61.483,64.578,17.967,86.61
2009-04-09,63.926,64.482,18.229,86.31
2009-04-13,63.941,64.951,18.308,87.88
2009-04-14,62.838,64.938,17.976,87.37
2009-04-15,63.509,65.117,17.862,87.5
2009-04-16,64.44,65.002,17.784,85.81
2009-04-17,64.872,64.642,17.653,85.22
2009-04-20,62.153,65.015,16.988,86.95
2009-04-21,63.367,64.809,17.05,86.89
2009-04-22,62.98,64.983,17.076,87.38
2009-04-23,63.598,65.066,17.303,88.8
2009-04-24,64.559,65.137,17.565,89.72
2009-04-27,63.949,65.239,17.128,89.01
2009-04-28,63.747,65.22,17.006,87.75
2009-04-29,65.103,64.951,17.399,88.33
2009-04-30,65.126,65.265,17.46,87.27
2009-05-01,65.476,65.013,17.985,86.95
2009-05-04,67.703,65.065,18.334,88.64
2009-05-05,67.472,65.2,18.072,88.25
2009-05-06,68.642,65.348,18.553,89.54
2009-05-07,67.688,65.058,18.588,89.44
2009-05-08,69.268,65.181,19.051,89.98
2009-05-11,67.971,65.226,18.894,89.69
2009-05-12,67.77,65.587,19.086,90.7
2009-05-13,66.064,65.645,18.867,91.09
2009-05-14,66.63,65.683,18.99,91.03
2009-05-15,66.087,65.831,18.509,91.55
2009-05-18,67.964,65.638,18.998,90.36
2009-05-19,67.882,65.696,18.998,90.96
2009-05-20,67.428,65.896,19.304,92.25
2009-05-21,66.459,65.69,19.147,93.85
2009-05-22,66.318,65.516,19.427,94.15
2009-05-26,68.016,65.368,19.47,93.76
2009-05-27,66.802,65.007,19.558,93.45
2009-05-28,67.733,65.033,19.916,94.24
2009-05-29,68.932,65.728,20.301,96.2
2009-06-01,70.601,64.913,20.86,95.73
2009-06-02,70.661,65.359,20.947,96.36
2009-06-03,69.767,65.54,20.248,94.41
2009-06-04,70.422,64.997,20.991,96.23
2009-06-05,70.437,64.661,20.877,93.71
2009-06-08,70.147,64.486,20.825,93.56
2009-06-09,70.504,64.777,21.026,93.83
2009-06-10,70.325,64.596,20.947,93.86
2009-06-11,70.638,64.822,21.139,93.7
2009-06-12,70.832,65.139,20.842,92.17
2009-06-15,69.208,65.385,20.44,91.1
2009-06-16,68.269,65.475,20.362,91.93
2009-06-17,68.202,65.604,20.423,92.35
2009-06-18,68.701,65.178,20.449,91.61
2009-06-19,68.955,65.417,20.274,91.9
2009-06-22,66.887,65.514,19.593,90.54
2009-06-23,66.939,65.727,19.933,90.92
2009-06-24,67.516,65.553,19.925,91.45
2009-06-25,68.985,65.856,20.1,92.31
2009-06-26,68.805,66.05,19.933,92.29
2009-06-29,69.449,65.992,20.126,92.04
2009-06-30,68.887,66.005,19.767,91.18
2009-07-01,69.172,65.98,19.689,92.39
2009-07-02,67.284,66.136,19.252,91.25
2009-07-06,67.277,66.084,18.675,90.76
2009-07-07,65.973,66.298,18.378,90.71
2009-07-08,65.928,66.661,18.151,89.27
2009-07-09,66.055,66.473,18.264,89.51
2009-07-10,65.898,66.7,18.125,89.58
2009-07-13,67.501,66.667,18.221,90.19
2009-07-14,67.883,66.466,18.221,90.81
2009-07-15,69.869,66.032,18.701,92.24
2009-07-16,69.756,66.24,18.745,91.98
2009-07-17,70.52,66.24,19.025,91.93
2009-07-20,71.27,66.317,19.339,93.28
2009-07-21,71.599,66.778,19.269,93.13
2009-07-22,71.584,66.551,19.374,93.44
2009-07-23,73.165,66.382,19.776,93.26
2009-07-24,73.465,66.382,19.794,93.41
2009-07-27,73.682,66.181,19.872,93.71
2009-07-28,73.337,66.304,19.654,92.11
2009-07-29,73.158,66.421,19.147,91.2
2009-07-30,73.922,66.505,19.741,91.62
2009-07-31,74.027,66.842,20.134,93.35
2009-08-03,75.248,66.702,20.702,93.87
2009-08-04,75.443,66.5,20.711,94.68
2009-08-05,75.225,66.442,20.93,94.78
2009-08-06,74.836,66.474,20.449,94.6
2009-08-07,75.817,66.078,20.353,93.75
2009-08-10,75.66,66.591,20.344,92.93
2009-08-11,74.716,66.826,20.038,92.79
2009-08-12,75.518,66.793,20.143,92.95
2009-08-13,76.094,66.962,20.414,93.72
2009-08-14,75.51,67.079,19.837,93.0
2009-08-17,73.652,67.359,19.54,91.61
2009-08-18,74.236,67.138,19.925,92.06
2009-08-19,74.888,67.274,20.065,92.53
2009-08-20,75.66,67.385,19.899,92.27
2009-08-21,77.143,66.995,20.047,93.65
2009-08-24,77.136,67.268,20.082,92.34
2009-08-25,77.286,67.378,19.794,92.76
2009-08-26,77.293,67.476,19.741,92.79
2009-08-27,77.465,67.424,19.907,93.19
2009-08-28,77.45,67.378,19.864,93.87
2009-08-31,76.761,67.658,19.322,93.4
2009-09-01,75.068,67.542,19.025,93.9
2009-09-02,74.783,67.901,19.068,96.19
2009-09-03,75.405,67.777,18.972,97.46
2009-09-04,76.461,67.646,18.894,97.53
2009-09-08,77.121,67.548,19.243,97.43
2009-09-09,77.713,67.679,19.322,97.08
2009-09-10,78.507,68.025,19.427,97.7
2009-09-11,78.492,68.018,19.173,98.78
2009-09-14,78.874,67.92,19.068,97.96
2009-09-15,79.203,67.816,19.514,98.9
2009-09-16,80.402,67.868,19.767,99.91
2009-09-17,80.282,68.188,19.776,99.34
2009-09-18,80.333,68.018,19.601,98.67
2009-09-21,80.13,67.966,19.173,98.36
2009-09-22,80.597,67.92,19.488,99.67
2009-09-23,79.927,68.09,19.051,98.83
2009-09-24,79.046,68.175,18.806,97.55
2009-09-25,78.625,68.377,18.658,97.0
2009-09-28,80.032,68.371,18.824,97.05
2009-09-29,79.792,68.338,18.754,97.43
2009-09-30,79.483,68.462,19.278,98.85
2009-10-01,77.511,68.62,19.156,97.89
2009-10-02,77.149,68.49,18.963,98.37
2009-10-05,78.301,68.535,19.575,99.82
2009-10-06,79.423,68.437,19.339,102.28
2009-10-07,79.641,68.712,19.374,102.36
2009-10-08,80.251,68.666,19.759,103.64
2009-10-09,80.74,68.188,19.837,102.84
2009-10-12,81.056,68.345,20.239,103.56
2009-10-13,80.891,68.516,20.467,104.26
2009-10-14,82.283,68.352,20.624,104.18
2009-10-15,82.584,68.247,20.834,102.86
2009-10-16,81.967,68.241,20.886,103.18
2009-10-19,82.644,68.378,21.183,104.23
2009-10-20,82.208,68.542,21.052,103.42
2009-10-21,81.47,68.496,21.498,103.75
2009-10-22,82.298,68.391,21.673,103.92
2009-10-23,81.357,68.306,21.594,103.49
2009-10-26,80.477,68.123,21.201,101.86
2009-10-27,80.108,68.391,21.052,101.85
2009-10-28,78.595,68.49,20.51,100.73
2009-10-29,80.281,68.352,21.148,102.69
2009-10-30,77.955,68.614,20.615,102.53
2009-11-02,78.527,68.505,20.973,103.95
2009-11-03,78.775,68.413,21.271,106.46
2009-11-04,78.979,68.301,21.253,107.1
2009-11-05,80.431,68.479,21.139,106.98
2009-11-06,80.642,68.538,20.764,107.43
2009-11-09,82.479,68.63,21.104,108.19
2009-11-10,82.494,68.649,21.0,108.39
2009-11-11,82.915,68.676,21.139,109.6
2009-11-12,82.072,68.814,20.825,108.21
2009-11-13,82.516,68.886,20.807,109.74
2009-11-16,83.713,69.05,21.41,111.63
2009-11-17,83.811,69.109,21.515,111.97
2009-11-18,83.758,68.965,21.533,112.25
2009-11-19,82.667,69.037,21.227,112.3
2009-11-20,82.373,69.063,21.201,112.94
2009-11-23,83.42,69.05,21.297,114.29
2009-11-24,83.548,69.254,21.052,114.73
2009-11-25,83.841,69.319,21.559,116.62
2009-11-27,82.479,69.378,21.314,115.06
2009-11-30,82.757,69.496,21.55,115.64
2009-12-01,83.781,69.327,21.707,117.38
2009-12-02,83.743,69.195,21.559,119.18
2009-12-03,83.089,69.202,21.541,118.7
2009-12-04,83.563,69.064,21.367,113.75
2009-12-07,83.435,69.13,21.174,113.11
2009-12-08,82.509,69.222,20.965,110.95
2009-12-09,82.818,69.149,20.702,110.84
2009-12-10,83.284,69.097,20.589,110.82
2009-12-11,83.638,68.932,20.694,109.32
2009-12-14,84.21,68.971,20.807,110.24
2009-12-15,83.819,68.78,20.711,110.21
2009-12-16,83.947,68.905,21.07,111.59
2009-12-17,82.938,69.017,20.746,107.34
2009-12-18,83.407,69.017,20.834,108.95
2009-12-21,84.255,68.728,20.633,106.95
2009-12-22,84.558,68.53,20.781,106.17
2009-12-23,84.724,68.556,21.148,106.55
2009-12-24,85.125,68.438,21.271,108.36
2009-12-28,85.307,68.023,21.646,108.55
2009-12-29,85.186,68.103,21.603,107.47
2009-12-30,85.155,68.275,21.576,106.93
2009-12-31,84.338,68.189,21.515,107.31
2010-01-04,85.768,68.268,22.057,109.8
2010-01-05,85.995,68.579,22.083,109.7
2010-01-06,86.056,68.539,22.476,111.51
2010-01-07,86.419,68.46,22.197,110.82
2010-01-08,86.707,68.5,22.179,111.37
2010-01-11,86.828,68.447,22.109,112.85
2010-01-12,86.018,68.883,21.638,110.49
2010-01-13,86.745,68.592,21.655,111.54
2010-01-14,86.979,68.771,21.541,112.03
2010-01-15,86.003,68.903,21.297,110.86
2010-01-19,87.078,68.79,21.437,111.52
2010-01-20,86.192,68.969,21.035,108.94
2010-01-21,84.535,68.989,20.772,107.37
2010-01-22,82.65,69.028,20.554,107.17
2010-01-25,83.074,69.022,20.65,107.48
2010-01-26,82.726,69.108,20.423,107.56
2010-01-27,83.12,69.055,20.126,106.53
2010-01-28,82.166,68.995,20.056,106.48
2010-01-29,81.273,69.154,19.829,105.96
2010-02-01,82.537,69.059,20.309,108.35
2010-02-02,83.536,69.139,20.746,109.13
2010-02-03,83.12,69.013,20.493,108.7
2010-02-04,80.554,69.178,19.811,104.37
2010-02-05,80.721,69.205,19.558,104.68
2010-02-08,80.138,69.337,19.566,104.04
2010-02-09,81.144,69.212,19.916,105.41
2010-02-10,80.985,69.053,19.995,105.12
2010-02-11,81.833,68.94,20.231,107.13
2010-02-12,81.765,68.953,20.117,107.04
2010-02-16,83.052,69.125,20.729,109.62
2010-02-17,83.445,68.913,20.624,109.25
2010-02-18,83.937,68.887,20.807,109.98
2010-02-19,84.111,68.94,20.93,109.47
2010-02-22,84.126,68.82,20.816,109.07
2010-02-23,83.104,69.066,20.475,107.89
2010-02-24,83.869,69.139,20.641,107.36
2010-02-25,83.755,69.278,20.292,108.31
2010-02-26,83.808,69.291,20.65,109.43
2010-03-01,84.679,69.393,20.44,109.43
2010-03-02,84.913,69.419,20.659,111.02
2010-03-03,84.989,69.419,20.86,111.63
2010-03-04,85.246,69.546,20.676,110.83
2010-03-05,86.465,69.413,20.921,110.81
2010-03-08,86.48,69.459,20.895,109.88
2010-03-09,86.624,69.539,20.668,109.72
2010-03-10,87.01,69.493,20.729,108.47
2010-03-11,87.373,69.493,20.676,108.6
2010-03-12,87.38,69.499,20.554,107.95
2010-03-15,87.403,69.586,20.309,108.36
2010-03-16,88.099,69.712,20.58,110.4
2010-03-17,88.622,69.765,20.764,109.59
2010-03-18,88.576,69.705,20.72,110.34
2010-03-19,88.128,69.652,20.467,108.28
2010-03-22,88.599,69.705,20.467,107.75
2010-03-23,89.222,69.719,20.379,108.32
2010-03-24,88.789,69.366,20.152,106.3
2010-03-25,88.645,69.187,20.038,106.78
2010-03-26,88.591,69.3,20.073,108.59
2010-03-29,89.154,69.22,20.528,108.75
2010-03-30,89.215,69.247,20.571,107.97
2010-03-31,88.911,69.286,20.554,108.95
2010-04-01,89.518,69.26,20.956,110.26
2010-04-05,90.248,68.834,21.288,110.89
2010-04-06,90.461,68.92,21.271,111.03
2010-04-07,89.944,69.214,21.192,112.49
2010-04-08,90.256,69.147,21.157,112.65
2010-04-09,90.848,69.22,21.201,113.64
2010-04-12,90.993,69.381,21.183,113.01
2010-04-13,91.061,69.494,21.262,112.69
2010-04-14,92.095,69.414,21.506,113.03
2010-04-15,92.171,69.541,21.585,113.65
2010-04-16,90.704,69.647,21.192,111.24
2010-04-19,91.046,69.52,20.921,111.15
2010-04-20,91.859,69.634,21.087,111.46
2010-04-21,91.692,69.754,21.192,112.31
2010-04-22,91.965,69.614,21.244,111.84
2010-04-23,92.566,69.527,21.384,113.19
2010-04-26,92.216,69.52,21.279,112.75
2010-04-27,90.035,69.741,20.956,114.63
2010-04-28,90.719,69.634,21.026,114.31
2010-04-29,91.844,69.661,21.192,114.28
2010-04-30,90.286,69.961,21.358,115.36
2010-05-03,91.456,69.828,21.463,115.73
2010-05-04,89.306,70.109,20.886,114.87
2010-05-05,88.774,70.056,20.414,115.09
2010-05-06,85.825,70.156,20.012,118.49
2010-05-07,84.549,69.848,19.907,118.27
2010-05-10,88.272,69.842,20.292,117.57
2010-05-11,88.021,70.103,20.257,120.66
2010-05-12,89.252,70.029,20.423,121.4
2010-05-13,88.143,70.129,20.248,120.56
2010-05-14,86.547,70.384,19.732,120.37
2010-05-17,86.593,70.33,19.173,119.36
2010-05-18,85.415,70.571,19.147,119.49
2010-05-19,84.929,70.604,18.972,116.63
2010-05-20,81.722,70.544,18.579,115.84
2010-05-21,82.915,70.845,18.771,115.22
2010-05-24,81.851,70.805,18.754,116.84
2010-05-25,81.934,70.892,18.605,117.36
2010-05-26,81.441,70.812,18.806,118.47
2010-05-27,84.169,70.644,19.357,118.69
2010-05-28,83.112,70.718,19.191,118.88
2010-06-01,81.714,70.835,18.832,119.91
2010-06-02,83.842,70.761,19.06,119.78
2010-06-03,84.131,70.727,19.164,117.96
2010-06-04,81.175,70.909,18.57,119.19
2010-06-07,80.164,71.117,18.605,121.49
2010-06-08,81.023,71.036,18.754,121.0
2010-06-09,80.589,71.076,18.841,120.56
2010-06-10,82.945,70.862,19.156,118.97
2010-06-11,83.348,70.902,19.182,120.01
2010-06-14,83.219,71.003,19.234,119.6
2010-06-15,85.111,71.003,19.558,120.99
2010-06-16,85.081,71.11,19.601,120.33
2010-06-17,85.217,71.278,19.61,121.9
2010-06-18,85.31,71.164,19.575,122.83
2010-06-21,85.065,71.318,19.497,120.39
2010-06-22,83.66,71.392,19.453,121.45
2010-06-23,83.401,71.573,19.129,120.95
2010-06-24,82.019,71.513,19.173,121.3
2010-06-25,82.362,71.613,19.523,122.76
2010-06-28,82.103,71.747,19.313,121.09
2010-06-29,79.568,71.962,18.78,121.27
2010-06-30,78.812,71.969,18.85,121.68
2010-07-01,78.461,71.931,18.561,117.04
2010-07-02,78.033,71.83,18.527,118.49
2010-07-06,78.545,72.052,18.579,116.51
2010-07-07,81.019,71.958,18.998,117.73
2010-07-08,81.82,71.945,19.173,117.21
2010-07-09,82.431,71.837,19.208,118.36
2010-07-12,82.485,71.918,18.99,117.34
2010-07-13,83.729,71.736,19.296,118.36
2010-07-14,83.722,71.978,19.261,118.3
2010-07-15,83.744,72.079,19.444,118.23
2010-07-16,81.439,72.301,19.199,116.67
2010-07-19,81.92,72.234,19.182,115.73
2010-07-20,82.828,72.18,19.339,116.65
2010-07-21,81.752,72.497,19.287,115.85
2010-07-22,83.576,72.429,19.671,116.86
2010-07-23,84.302,72.301,19.61,116.09
2010-07-26,85.18,72.288,19.593,115.52
2010-07-27,85.172,72.261,19.383,113.51
2010-07-28,84.623,72.396,19.462,113.78
2010-07-29,84.21,72.463,19.741,114.29
2010-07-30,84.195,72.584,20.003,115.49
2010-08-02,86.096,72.485,20.388,115.54
2010-08-03,85.684,72.533,20.458,115.99
2010-08-04,86.257,72.405,20.633,116.72
2010-08-05,86.165,72.492,20.536,116.98
2010-08-06,85.814,72.634,20.353,117.84
2010-08-09,86.272,72.634,20.423,117.4
2010-08-10,85.806,72.755,20.204,117.73
2010-08-11,83.454,72.823,19.75,117.34
2010-08-12,82.943,72.708,19.601,118.77
2010-08-13,82.698,72.877,19.584,118.74
2010-08-16,82.66,73.12,19.523,119.73
2010-08-17,83.676,73.032,19.802,119.75
2010-08-18,83.828,72.951,19.724,120.22
2010-08-19,82.37,73.187,19.523,120.39
2010-08-20,82.103,73.086,19.4,119.97
2010-08-23,81.79,73.16,19.269,119.78
2010-08-24,80.576,73.451,19.051,120.36
2010-08-25,80.889,73.282,19.147,121.36
2010-08-26,80.347,73.376,19.365,120.96
2010-08-27,81.591,72.971,19.698,121.01
2010-08-30,80.408,73.464,19.663,120.91
2010-08-31,80.408,73.518,19.4,122.08
2010-09-01,82.813,73.361,19.785,121.69
2010-09-02,83.584,73.266,19.925,122.29
2010-09-03,84.668,73.097,20.03,121.86
2010-09-07,83.714,73.307,20.134,122.7
2010-09-08,84.302,73.253,20.178,122.71
2010-09-09,84.691,72.901,20.065,121.56
2010-09-10,85.119,72.745,20.274,121.73
2010-09-13,86.066,72.908,20.423,121.62
2010-09-14,86.012,73.172,20.484,124.02
2010-09-15,86.341,73.036,20.449,123.94
2010-09-16,86.318,72.914,20.344,124.63
2010-09-17,86.35,73.009,20.414,124.54
2010-09-20,87.67,73.036,20.58,124.87
2010-09-21,87.494,73.347,20.362,126.01
2010-09-22,87.064,73.368,20.484,126.2
2010-09-23,86.358,73.449,20.501,126.3
2010-09-24,88.138,73.178,20.816,126.69
2010-09-27,87.716,73.429,20.676,126.72
2010-09-28,88.023,73.605,20.676,127.85
2010-09-29,87.87,73.55,20.947,127.95
2010-09-30,87.609,73.523,21.07,127.91
2010-10-01,87.977,73.439,21.113,128.91
2010-10-04,87.317,73.561,21.043,128.46
2010-10-05,89.075,73.561,21.472,130.99
2010-10-06,89.067,73.635,21.48,131.81
2010-10-07,88.96,73.669,21.262,130.37
2010-10-08,89.459,73.819,21.97,131.66
2010-10-11,89.543,73.778,21.865,132.29
2010-10-12,89.819,73.703,21.97,131.96
2010-10-13,90.518,73.696,22.075,134.07
2010-10-14,90.165,73.425,22.04,134.75
2010-10-15,90.349,73.276,21.795,133.68
2010-10-18,90.794,73.534,22.013,134.28
2010-10-19,89.605,73.595,21.367,130.11
2010-10-20,90.48,73.683,21.874,131.32
2010-10-21,90.679,73.568,21.603,129.47
2010-10-22,90.848,73.601,21.786,129.73
2010-10-25,91.117,73.608,21.9,130.85
2010-10-26,91.132,73.439,22.013,130.88
2010-10-27,90.871,73.296,21.943,129.52
2010-10-28,90.886,73.479,22.057,131.24
2010-10-29,90.956,73.635,22.005,132.62
2010-11-01,90.986,73.605,22.144,131.92
2010-11-02,91.708,73.735,22.345,132.49
2010-11-03,92.076,73.721,22.45,131.57
2010-11-04,93.85,74.075,22.983,136.03
2010-11-05,94.203,73.871,23.079,136.38
2010-11-08,94.026,73.837,23.141,137.78
2010-11-09,93.351,73.476,22.983,135.59
2010-11-10,93.727,73.415,23.228,137.24
2010-11-11,93.374,73.408,23.036,137.66
2010-11-12,92.268,73.116,22.075,133.69
2010-11-15,92.138,72.715,22.109,132.42
2010-11-16,90.702,72.891,21.454,130.97
2010-11-17,90.748,72.912,21.288,130.38
2010-11-18,92.084,72.891,21.865,132.09
2010-11-19,92.337,72.973,21.55,132.2
2010-11-22,92.261,73.15,21.62,133.48
2010-11-23,90.925,73.225,21.568,134.41
2010-11-24,92.268,72.871,21.97,134.18
