Date,SPY,AGG,DBC,GLD
2010-11-26,91.194,73.021,22.075,133.11
2010-11-29,91.47,73.068,22.118,133.51
2010-11-30,90.956,73.021,21.908,135.42
2010-12-01,92.89,72.64,22.555,135.38
2010-12-02,94.08,72.496,22.747,135.2
2010-12-03,94.333,72.64,23.036,138.07
2010-12-06,94.233,72.906,23.01,139.11
2010-12-07,94.287,72.339,22.852,136.5
2010-12-08,94.632,71.99,23.027,134.79
2010-12-09,95.001,72.12,22.966,135.37
2010-12-10,95.554,71.984,22.931,135.41
2010-12-13,95.615,72.031,23.158,136.05
2010-12-14,95.699,71.628,23.097,136.18
2010-12-15,95.262,71.505,23.036,134.7
2010-12-16,95.815,71.642,22.957,133.81
2010-12-17,95.917,72.031,23.132,134.2
2010-12-20,96.149,72.079,23.342,135.11
2010-12-21,96.758,72.216,23.49,135.32
2010-12-22,97.059,72.134,23.613,135.05
2010-12-23,96.92,71.997,23.7,134.66
2010-12-27,96.959,72.202,23.656,135.02
2010-12-28,97.098,71.78,23.91,137.22
2010-12-29,97.167,72.287,23.918,137.71
2010-12-30,97.013,72.232,23.63,137.03
2010-12-31,97.036,72.527,24.076,138.72
2011-01-03,98.039,72.445,24.181,138.0
2011-01-04,97.985,72.466,23.857,134.75
2011-01-05,98.495,72.116,24.111,134.37
2011-01-06,98.302,72.13,23.787,133.83
2011-01-07,98.109,72.363,23.7,133.58
2011-01-10,97.985,72.555,23.98,134.12
2011-01-11,98.333,72.411,24.25,134.91
2011-01-12,99.22,72.404,24.408,135.46
2011-01-13,99.058,72.665,24.373,134.05
2011-01-14,99.776,72.514,24.486,132.69
2011-01-18,99.945,72.466,24.46,133.43
2011-01-19,98.965,72.479,24.434,133.72
2011-01-20,98.834,72.205,24.189,131.2
2011-01-21,99.058,72.431,24.434,131.03
2011-01-24,99.621,72.39,24.224,130.36
2011-01-25,99.675,72.617,23.918,130.1
2011-01-26,100.061,72.376,24.451,131.16
2011-01-27,100.308,72.5,24.242,127.93
2011-01-28,98.556,72.603,24.548,130.28
2011-01-31,99.297,72.466,24.932,129.87
2011-02-01,100.887,72.312,25.116,130.8
2011-02-02,100.694,72.229,25.36,130.45
2011-02-03,100.918,71.961,25.194,132.2
2011-02-04,101.203,71.72,25.054,131.66
2011-02-07,101.836,71.747,24.985,131.68
2011-02-08,102.299,71.541,25.151,133.14
2011-02-09,102.067,71.672,25.273,133.07
2011-02-10,102.106,71.465,25.124,132.85
2011-02-11,102.716,71.747,25.037,132.32
2011-02-14,102.963,71.782,25.159,132.95
2011-02-15,102.638,71.871,24.836,133.97
2011-02-16,103.287,71.871,25.02,134.1
2011-02-17,103.595,72.043,25.098,135.04
2011-02-18,103.811,72.016,25.072,135.41
2011-02-22,101.728,72.277,25.037,136.29
2011-02-23,101.103,72.332,25.596,137.51
2011-02-24,101.033,72.346,25.369,136.48
2011-02-25,102.114,72.539,25.928,137.38
2011-02-28,102.746,72.676,25.972,137.66
2011-03-01,101.033,72.617,26.365,140.03
2011-03-02,101.249,72.5,26.47,139.92
2011-03-03,102.993,72.245,26.461,138.09
2011-03-04,102.222,72.438,26.593,139.35
2011-03-07,101.419,72.473,26.47,139.72
2011-03-08,102.307,72.418,26.243,139.36
2011-03-09,102.16,72.59,26.348,139.41
2011-03-10,100.269,72.845,25.92,137.77
2011-03-11,100.964,72.859,25.771,138.22
2011-03-14,100.354,72.9,25.841,138.86
2011-03-15,99.205,72.928,24.897,136.27
2011-03-16,97.368,73.135,25.046,136.24
2011-03-17,98.657,73.087,25.823,136.97
2011-03-18,99.015,73.059,25.972,138.37
2011-03-21,100.55,72.886,26.094,139.14
2011-03-22,100.201,72.893,26.287,139.05
2011-03-23,100.488,72.859,26.339,140.34
2011-03-24,101.449,72.659,26.426,139.22
2011-03-25,101.759,72.597,26.496,139.26
2011-03-28,101.511,72.562,26.138,138.54
2011-03-29,102.193,72.473,26.287,138.21
2011-03-30,102.898,72.597,26.252,138.67
2011-03-31,102.759,72.514,26.662,139.86
2011-04-01,103.193,72.613,26.846,139.2
2011-04-04,103.278,72.731,27.091,139.84
2011-04-05,103.263,72.578,27.117,142.05
2011-04-06,103.588,72.364,27.196,142.38
2011-04-07,103.325,72.475,27.248,142.51
2011-04-08,102.968,72.336,27.895,143.66
2011-04-11,102.658,72.405,27.379,142.64
2011-04-12,101.891,72.682,26.82,141.61
2011-04-13,101.883,72.758,27.029,141.9
2011-04-14,101.961,72.689,27.099,143.81
2011-04-15,102.333,72.952,27.239,145.05
2011-04-18,101.186,73.076,27.073,145.93
2011-04-19,101.767,73.222,27.082,145.93
2011-04-20,103.154,73.118,27.51,146.5
2011-04-21,103.681,73.166,27.711,146.74
2011-04-25,103.573,73.208,27.632,146.87
2011-04-26,104.464,73.478,27.624,146.38
2011-04-27,105.146,73.415,27.79,149.2
2011-04-28,105.487,73.588,27.589,149.82
2011-04-29,105.735,73.651,27.877,152.37
2011-05-02,105.572,73.69,27.597,150.41
2011-05-03,105.192,73.71,27.309,149.88
2011-05-04,104.495,73.849,26.872,147.73
2011-05-05,103.549,74.016,25.072,143.47
2011-05-06,104.007,74.009,24.993,145.3
2011-05-09,104.41,74.092,25.911,147.38
2011-05-10,105.301,73.96,26.147,147.9
2011-05-11,104.193,74.092,25.308,146.54
2011-05-12,104.689,73.981,25.334,146.59
2011-05-13,103.883,74.099,25.378,145.63
2011-05-16,103.224,74.259,25.046,145.37
2011-05-17,103.208,74.342,25.107,144.74
2011-05-18,104.131,74.224,25.614,145.6
2011-05-19,104.379,74.168,25.413,145.65
2011-05-20,103.549,74.238,25.649,147.49
2011-05-23,102.348,74.3,25.238,147.83
2011-05-24,102.263,74.328,25.579,148.59
2011-05-25,102.604,74.314,26.042,148.58
2011-05-26,103.077,74.474,26.138,148.22
2011-05-27,103.472,74.543,26.287,149.7
2011-05-31,104.549,74.564,26.435,149.64
2011-06-01,102.201,74.886,26.103,149.91
2011-06-02,102.092,74.587,26.33,149.5
2011-06-03,101.077,74.684,26.435,150.22
2011-06-06,100.008,74.698,26.129,150.48
2011-06-07,99.945,74.851,26.374,150.42
2011-06-08,99.527,74.914,26.593,149.81
2011-06-09,100.286,74.803,26.741,150.56
2011-06-10,98.891,74.796,26.461,149.24
2011-06-13,98.969,74.698,26.287,147.77
2011-06-14,100.225,74.496,26.47,148.67
2011-06-15,98.442,74.684,25.762,149.12
2011-06-16,98.659,74.733,25.657,148.97
2011-06-17,98.953,74.803,25.544,149.94
2011-06-20,99.46,74.705,25.404,150.03
2011-06-21,100.823,74.775,25.422,150.76
2011-06-22,100.215,74.726,25.535,150.99
2011-06-23,99.927,74.97,24.993,148.34
2011-06-24,98.766,74.9,24.696,146.26
2011-06-27,99.647,74.768,24.687,145.73
2011-06-28,100.947,74.468,25.124,146.24
2011-06-29,101.812,74.246,25.579,147.18
2011-06-30,102.785,74.232,25.308,146.0
2011-07-01,104.304,74.256,25.343,144.93
2011-07-05,104.218,74.542,25.684,147.63
2011-07-06,104.343,74.584,25.675,148.91
2011-07-07,105.426,74.374,26.217,149.15
2011-07-08,104.678,74.758,26.191,150.25
2011-07-11,102.785,74.961,25.99,151.59
2011-07-12,102.341,75.023,26.217,152.77
2011-07-13,102.684,75.17,26.575,154.14
2011-07-14,101.975,74.982,26.426,154.54
2011-07-15,102.567,75.086,26.662,155.2
2011-07-18,101.726,74.974,26.514,156.57
2011-07-19,103.377,75.135,26.697,154.66
2011-07-20,103.315,75.016,26.785,156.02
2011-07-21,104.748,74.898,26.654,154.83
2011-07-22,104.818,75.058,26.872,156.12
2011-07-25,104.234,74.842,26.741,157.34
2011-07-26,103.845,75.016,26.951,157.77
2011-07-27,101.718,74.891,26.767,157.19
2011-07-28,101.422,75.037,26.68,157.32
2011-07-29,100.729,75.484,26.461,158.29
2011-08-01,100.301,75.666,26.461,157.72
2011-08-02,97.738,75.988,26.461,161.52
2011-08-03,98.268,76.065,26.068,161.49
2011-08-04,93.665,76.471,25.081,160.64
2011-08-05,93.525,75.967,25.186,161.75
2011-08-08,87.434,76.002,24.25,167.12
2011-08-09,91.5,76.45,24.486,168.61
2011-08-10,87.458,77.073,24.591,174.58
2011-08-11,91.383,76.114,25.124,170.75
2011-08-12,91.998,76.45,25.089,169.97
2011-08-15,93.945,76.569,25.395,171.8
2011-08-16,93.143,76.73,25.395,173.92
2011-08-17,93.205,76.856,25.614,174.42
2011-08-18,89.187,76.968,24.985,177.72
2011-08-19,87.73,77.003,25.43,179.95
2011-08-22,87.8,76.905,25.474,184.59
2011-08-23,90.69,76.723,25.736,177.67
2011-08-24,91.967,76.289,25.474,171.65
2011-08-25,90.565,76.443,25.588,172.36
2011-08-26,91.881,76.548,25.876,177.47
2011-08-29,94.522,76.464,25.963,173.89
2011-08-30,94.771,76.702,26.313,179.1
2011-08-31,95.191,76.632,26.357,177.72
2011-09-01,94.195,76.878,26.173,177.87
2011-09-02,91.788,77.11,26.033,183.24
2011-09-06,91.118,77.313,25.946,182.9
2011-09-07,93.688,77.131,26.182,177.08
2011-09-08,92.715,77.152,26.007,181.81
2011-09-09,90.285,77.257,25.596,180.7
2011-09-12,90.869,77.103,25.535,176.67
2011-09-13,91.702,77.131,25.456,178.54
2011-09-14,92.972,77.145,25.334,177.21
2011-09-15,94.576,76.921,25.439,174.4
2011-09-16,95.136,77.033,25.325,176.03
2011-09-19,94.189,77.201,24.897,173.31
2011-09-20,94.079,77.355,24.853,175.78
2011-09-21,91.308,77.482,24.486,173.59
2011-09-22,88.356,77.706,23.621,169.05
2011-09-23,88.889,77.306,23.202,159.8
2011-09-26,91.002,77.131,23.28,157.58
2011-09-27,92.02,77.026,23.674,160.63
2011-09-28,90.141,76.963,23.036,156.22
2011-09-29,90.854,76.935,23.307,157.7
2011-09-30,88.583,77.222,22.503,158.06
2011-10-03,86.062,77.538,22.389,160.96
2011-10-04,87.949,77.299,22.345,157.64
2011-10-05,89.577,77.039,22.66,159.46
2011-10-06,91.198,76.912,23.132,160.49
2011-10-07,90.587,76.758,23.027,159.18
2011-10-10,93.617,76.603,23.543,163.27
2011-10-11,93.711,76.786,23.717,162.1
2011-10-12,94.533,76.638,23.761,163.26
2011-10-13,94.345,76.68,23.814,162.3
2011-10-14,95.958,76.554,24.355,163.4
2011-10-17,94.126,76.856,24.006,162.62
2011-10-18,95.966,76.772,24.137,161.84
2011-10-19,94.831,76.884,23.665,159.87
2011-10-20,95.246,76.842,23.63,157.77
2011-10-21,97.054,76.884,23.752,159.52
2011-10-24,98.244,76.765,24.128,161.02
2011-10-25,96.334,77.158,24.207,165.59
2011-10-26,97.312,76.947,24.067,167.4
2011-10-27,100.702,76.652,24.705,169.55
2011-10-28,100.679,76.954,24.6,169.62
2011-10-31,98.252,77.32,24.224,167.34
2011-11-01,95.512,77.691,23.936,167.38
2011-11-02,97.07,77.691,24.084,169.06
2011-11-03,98.839,77.522,24.382,171.72
2011-11-04,98.236,77.501,24.46,170.85
2011-11-07,98.847,77.564,24.819,174.98
2011-11-08,100.115,77.459,24.941,173.53
2011-11-09,96.42,77.592,24.39,172.07
2011-11-10,97.328,77.445,24.364,171.14
2011-11-11,99.16,77.353,24.6,173.96
2011-11-14,98.221,77.416,24.338,173.2
2011-11-15,98.706,77.318,24.513,173.36
2011-11-16,97.14,77.29,24.451,171.51
2011-11-17,95.598,77.247,23.883,167.1
2011-11-18,95.496,77.233,23.849,167.62
2011-11-21,93.68,77.219,23.674,163.5
2011-11-22,93.312,77.275,23.831,165.31
2011-11-23,91.253,77.346,23.473,164.83
2011-11-25,91.081,77.24,23.28,163.4
2011-11-28,93.719,77.233,23.569,166.63
2011-11-29,93.985,77.261,23.875,166.88
2011-11-30,97.853,77.064,24.154,170.13
2011-12-01,97.837,77.091,24.067,169.63
2011-12-02,97.751,77.289,24.277,169.82
2011-12-05,98.816,77.374,24.146,167.32
2011-12-06,98.847,77.303,24.277,168.18
2011-12-07,99.215,77.445,24.067,169.4
2011-12-08,97.038,77.523,23.761,165.98
2011-12-09,98.682,77.481,23.849,166.4
2011-12-12,97.242,77.502,23.543,161.99
2011-12-13,96.334,77.658,23.639,158.45
2011-12-14,95.308,77.849,22.8,152.89
2011-12-15,95.653,77.686,22.686,152.33
2011-12-16,95.795,77.948,22.87,155.23
2011-12-19,94.77,78.026,22.765,154.87
2011-12-20,97.638,77.92,23.289,156.98
2011-12-21,97.827,77.721,23.455,157.16
2011-12-22,98.694,77.842,23.481,156.04
2011-12-23,99.576,77.75,23.595,156.31
2011-12-27,99.655,77.89,23.7,154.91
2011-12-28,98.347,78.025,23.42,151.03
2011-12-29,99.363,78.209,23.49,150.34
2011-12-30,98.875,78.11,23.455,151.99
2012-01-03,100.451,77.954,24.154,155.92
2012-01-04,100.608,77.848,24.338,156.71
2012-01-05,100.876,77.954,24.006,157.78
2012-01-06,100.616,78.018,24.111,157.2
2012-01-09,100.86,77.954,24.137,156.5
2012-01-10,101.735,77.932,24.312,158.64
2012-01-11,101.79,78.209,24.242,159.67
2012-01-12,102.034,78.145,23.901,160.38
2012-01-13,101.506,78.322,23.849,159.26
2012-01-17,101.9,78.343,24.015,160.5
2012-01-18,103.027,78.244,24.023,161.6
2012-01-19,103.571,78.117,24.128,161.22
2012-01-20,103.957,77.918,23.953,162.07
2012-01-23,103.689,77.855,24.233,163.16
2012-01-24,103.571,77.918,24.277,162.01
2012-01-25,104.437,78.032,24.478,166.42
2012-01-26,103.901,78.188,24.548,167.27
2012-01-27,103.854,78.315,24.635,168.97
2012-01-30,103.5,78.542,24.382,168.03
2012-01-31,103.46,78.676,24.32,169.31
2012-02-01,104.366,78.538,24.399,169.56
2012-02-02,104.532,78.559,24.46,171.05
2012-02-03,105.997,78.524,24.749,167.64
2012-02-06,105.926,78.581,24.871,167.18
2012-02-07,106.194,78.502,24.853,169.7
2012-02-08,106.509,78.438,24.967,168.5
2012-02-09,106.643,78.311,25.098,168.02
2012-02-10,105.855,78.417,24.862,167.14
2012-02-13,106.643,78.446,24.923,167.51
2012-02-14,106.509,78.509,24.915,167.12
2012-02-15,106.013,78.481,25.002,168.11
2012-02-16,107.187,78.467,25.116,168.0
2012-02-17,107.47,78.367,25.072,167.35
2012-02-21,107.518,78.247,25.465,171.02
2012-02-22,107.171,78.467,25.701,172.94
2012-02-23,107.644,78.531,25.78,173.02
2012-02-24,107.88,78.552,25.937,172.23
2012-02-27,108.061,78.801,25.727,171.7
2012-02-28,108.376,78.744,25.719,173.49
2012-02-29,107.951,78.666,25.623,164.29
2012-03-01,108.51,78.507,26.024,166.61
2012-03-02,108.179,78.678,25.762,166.34
2012-03-05,107.738,78.564,25.64,165.65
2012-03-06,106.163,78.72,25.221,162.7
2012-03-07,106.903,78.649,25.334,163.63
2012-03-08,107.967,78.471,25.544,165.28
2012-03-09,108.384,78.457,25.614,166.38
2012-03-12,108.392,78.528,25.579,165.07
2012-03-13,110.346,78.265,25.692,162.3
2012-03-14,110.228,77.838,25.518,159.57
2012-03-15,110.866,77.802,25.535,161.08
2012-03-16,111.02,77.809,25.85,161.3
2012-03-19,111.455,77.56,25.806,161.59
2012-03-20,111.13,77.674,25.491,160.13
2012-03-21,110.948,77.859,25.43,160.21
2012-03-22,110.149,77.93,25.229,159.57
2012-03-23,110.505,78.108,25.474,161.53
2012-03-26,112.056,78.051,25.588,164.4
2012-03-27,111.708,78.137,25.483,163.24
2012-03-28,111.154,78.122,25.238,161.51
2012-03-29,110.964,78.336,24.888,161.28
2012-03-30,111.423,78.215,25.168,162.12
2012-04-02,112.238,78.224,25.491,162.94
2012-04-03,111.779,77.889,25.378,159.89
2012-04-04,110.671,78.053,24.985,157.21
2012-04-05,110.616,78.231,25.081,158.31
2012-04-09,109.374,78.574,24.967,159.37
2012-04-10,107.538,78.581,24.635,161.1
2012-04-11,108.408,78.588,24.696,161.07
2012-04-12,109.825,78.51,25.02,162.7
2012-04-13,108.519,78.752,24.766,160.85
2012-04-16,108.448,78.767,24.521,160.46
2012-04-17,110.054,78.781,24.635,160.25
2012-04-18,109.682,78.881,24.399,159.31
2012-04-19,108.978,78.824,24.408,159.43
2012-04-20,109.16,78.838,24.504,159.54
2012-04-23,108.242,78.916,24.46,159.07
2012-04-24,108.654,78.802,24.46,159.3
2012-04-25,110.141,78.838,24.6,159.62
2012-04-26,110.909,78.959,24.652,161.03
2012-04-27,111.091,78.952,24.731,161.38
2012-04-30,110.679,78.924,24.827,161.88
2012-05-01,111.368,78.895,24.827,161.32
2012-05-02,111.035,78.974,24.504,160.59
2012-05-03,110.189,79.059,24.233,158.97
2012-05-04,108.408,79.138,23.805,159.47
2012-05-07,108.487,79.167,23.752,159.08
2012-05-08,108.052,79.224,23.665,156.0
2012-05-09,107.411,79.245,23.481,154.47
2012-05-10,107.633,79.167,23.49,154.77
2012-05-11,107.308,79.224,23.315,153.56
2012-05-14,106.121,79.403,23.01,151.33
2012-05-15,105.512,79.36,23.053,149.74
2012-05-16,105.109,79.346,23.027,149.46
2012-05-17,103.55,79.396,22.975,152.8
2012-05-18,102.663,79.374,22.957,154.55
2012-05-21,104.428,79.36,23.263,154.65
2012-05-22,104.61,79.167,22.931,152.08
2012-05-23,104.665,79.26,22.677,151.62
2012-05-24,104.871,79.195,22.686,151.41
2012-05-25,104.531,79.317,22.765,152.68
2012-05-29,105.797,79.274,22.669,151.02
2012-05-30,104.262,79.539,22.249,151.91
2012-05-31,104.032,79.775,22.057,151.62
2012-06-01,101.413,79.974,21.603,157.5
2012-06-04,101.366,79.787,21.725,157.32
2012-06-05,102.133,79.623,21.646,157.14
2012-06-06,104.428,79.386,22.048,157.21
2012-06-07,104.491,79.508,21.9,154.5
2012-06-08,105.322,79.472,21.97,154.73
2012-06-11,103.985,79.544,21.568,155.36
2012-06-12,105.18,79.479,21.673,156.46
2012-06-13,104.507,79.687,21.506,157.12
2012-06-14,105.615,79.63,21.76,157.75
2012-06-15,106.695,79.816,21.725,157.84
2012-06-18,106.902,79.795,21.742,157.93
2012-06-19,107.936,79.701,21.926,157.16
2012-06-20,107.761,79.58,21.568,155.97
2012-06-21,105.343,79.687,21.104,152.02
2012-06-22,106.154,79.572,21.314,152.64
2012-06-25,104.452,79.823,21.533,153.76
2012-06-26,104.977,79.737,21.681,152.62
2012-06-27,105.924,79.773,21.804,152.83
2012-06-28,105.621,79.866,21.568,151.05
2012-06-29,108.254,79.759,22.503,155.19
2012-07-02,108.58,79.912,22.459,155.09
2012-07-03,109.296,79.854,23.088,157.46
2012-07-05,108.803,80.063,23.176,155.68
2012-07-06,107.769,80.12,22.643,153.71
2012-07-09,107.634,80.278,23.045,154.04
2012-07-10,106.695,80.314,22.747,152.15
2012-07-11,106.711,80.307,23.001,152.99
2012-07-12,106.194,80.45,23.053,152.59
2012-07-13,107.976,80.479,23.333,154.14
2012-07-16,107.721,80.544,23.621,154.21
2012-07-17,108.461,80.515,23.648,153.47
2012-07-18,109.264,80.673,23.857,153.05
2012-07-19,109.551,80.608,24.146,153.38
2012-07-20,108.548,80.723,24.146,153.67
2012-07-23,107.451,80.795,23.639,153.03
2012-07-24,106.528,80.895,23.499,153.52
2012-07-25,106.552,80.924,23.674,155.67
2012-07-26,108.31,80.874,23.717,156.77
2012-07-27,110.306,80.63,23.962,157.54
2012-07-30,110.306,80.766,24.102,157.43
2012-07-31,109.535,80.845,23.814,156.49
2012-08-01,109.439,80.752,23.849,155.14
2012-08-02,108.684,80.766,23.648,154.13
2012-08-03,110.839,80.572,24.049,155.55
2012-08-06,111.054,80.694,24.189,156.3
2012-08-07,111.611,80.478,24.373,156.28
2012-08-08,111.746,80.378,24.443,156.48
2012-08-09,111.841,80.356,24.644,156.99
2012-08-10,112.024,80.486,24.513,157.18
2012-08-13,111.969,80.478,24.32,155.99
2012-08-14,111.985,80.291,24.347,155.13
2012-08-15,112.112,80.032,24.556,155.63
2012-08-16,112.939,79.932,24.652,156.56
2012-08-17,113.09,80.025,24.687,156.72
2012-08-20,113.098,79.996,24.801,157.26
2012-08-21,112.756,80.104,25.028,158.83
2012-08-22,112.804,80.45,25.159,160.54
2012-08-23,111.881,80.507,25.037,161.89
2012-08-24,112.557,80.45,24.923,161.97
2012-08-27,112.581,80.557,24.81,161.36
2012-08-28,112.47,80.622,24.827,161.64
2012-08-29,112.557,80.543,24.871,160.59
2012-08-30,111.746,80.593,24.897,160.52
2012-08-31,112.279,80.845,25.159,164.22
2012-09-04,112.175,80.83,25.168,164.48
2012-09-05,112.08,80.83,25.046,164.31
2012-09-06,114.355,80.643,25.037,164.89
2012-09-07,114.8,80.657,25.317,168.44
2012-09-10,114.148,80.671,25.352,167.29
2012-09-11,114.466,80.578,25.404,167.9
2012-09-12,114.848,80.426,25.535,167.92
2012-09-13,116.598,80.614,25.71,171.31
2012-09-14,117.115,80.282,25.981,171.8
2012-09-17,116.717,80.412,25.264,170.4
2012-09-18,116.622,80.462,25.081,171.72
2012-09-19,116.685,80.621,24.714,171.74
2012-09-20,116.693,80.571,24.853,171.47
2012-09-21,116.645,80.7,25.02,171.96
2012-09-24,116.469,80.787,24.757,171.05
2012-09-25,115.229,80.917,24.784,170.77
2012-09-26,114.581,80.996,24.609,169.81
2012-09-27,115.661,80.945,24.915,172.34
2012-09-28,115.125,81.061,25.063,171.89
2012-10-01,115.429,81.03,25.098,172.29
2012-10-02,115.549,81.095,24.967,172.1
2012-10-03,116.021,81.066,24.539,172.41
2012-10-04,116.852,80.95,25.072,173.61
2012-10-05,116.86,80.784,24.941,172.62
2012-10-08,116.461,80.907,24.871,172.05
2012-10-09,115.309,80.82,25.054,170.99
2012-10-10,114.573,80.95,25.011,170.84
2012-10-11,114.637,81.051,25.299,171.32
2012-10-12,114.262,81.116,24.95,170.06
2012-10-15,115.213,81.16,24.827,168.35
2012-10-16,116.381,81.03,24.845,169.42
2012-10-17,116.908,80.777,24.853,169.54
2012-10-18,116.605,80.748,24.845,168.79
2012-10-19,114.661,80.849,24.469,166.97
2012-10-22,114.677,80.741,24.355,167.58
2012-10-23,113.086,80.921,24.058,165.43
2012-10-24,112.766,80.864,23.988,164.86
2012-10-25,113.094,80.69,24.049,166.02
2012-10-26,113.03,80.907,24.102,165.93
2012-10-31,113.03,81.022,24.084,166.83
2012-11-01,114.214,80.916,24.128,166.07
2012-11-02,113.198,80.967,23.717,162.6
2012-11-05,113.43,81.104,23.918,163.23
2012-11-06,114.318,80.873,24.347,166.3
2012-11-07,111.727,81.061,23.892,166.49
2012-11-08,110.383,81.162,23.927,167.99
2012-11-09,110.479,81.119,24.119,167.82
2012-11-12,110.567,81.097,24.006,167.45
2012-11-13,110.183,81.242,23.962,167.1
2012-11-14,108.696,81.263,24.032,167.14
2012-11-15,108.512,81.184,23.936,166.09
2012-11-16,109.048,81.213,24.041,165.88
2012-11-19,111.255,81.271,24.495,167.87
2012-11-20,111.303,81.119,24.329,167.39
2012-11-21,111.511,80.981,24.434,167.56
2012-11-23,113.03,81.032,24.521,169.61
2012-11-26,112.79,81.061,24.486,169.43
2012-11-27,112.215,81.169,24.451,168.71
2012-11-28,113.118,81.184,24.373,166.55
2012-11-29,113.646,81.285,24.539,167.18
2012-11-30,113.67,81.242,24.556,166.05
2012-12-03,113.11,81.253,24.618,166.13
2012-12-04,112.95,81.304,24.399,164.42
2012-12-05,113.15,81.377,24.373,164.12
2012-12-06,113.534,81.37,24.154,164.5
2012-12-07,113.878,81.297,24.128,165.16
2012-12-10,113.926,81.312,24.076,165.8
2012-12-11,114.701,81.283,24.032,165.65
2012-12-12,114.757,81.057,24.146,165.77
2012-12-13,114.054,80.926,23.927,164.37
2012-12-14,113.63,81.071,24.076,164.13
2012-12-17,114.965,80.875,24.058,164.44
2012-12-18,116.245,80.686,24.119,162.08
2012-12-19,115.381,80.824,24.207,161.69
2012-12-20,116.045,80.831,24.093,159.73
2012-12-21,114.991,80.904,24.049,160.33
2012-12-24,114.637,80.911,23.971,160.62
2012-12-26,114.154,81.021,24.216,160.78
2012-12-27,114.001,81.064,24.216,161.16
2012-12-28,112.769,81.188,24.146,160.54
2012-12-31,114.685,81.043,24.277,162.02
2013-01-02,117.625,80.948,24.364,163.17
2013-01-03,117.359,80.743,24.163,161.2
2013-01-04,117.874,80.831,24.058,160.44
2013-01-07,117.552,80.787,24.102,159.43
2013-01-08,117.214,80.86,24.163,160.56
2013-01-09,117.512,80.802,24.128,160.49
2013-01-10,118.446,80.794,24.216,161.98
2013-01-11,118.438,80.875,24.111,161.06
2013-01-14,118.358,80.948,24.268,161.54
2013-01-15,118.438,80.97,24.163,162.56
2013-01-16,118.422,81.013,24.189,162.65
2013-01-17,119.187,80.838,24.294,163.35
2013-01-18,119.453,80.933,24.451,163.09
2013-01-22,120.097,80.889,24.521,163.67
2013-01-23,120.29,80.977,24.548,163.21
2013-01-24,120.323,80.867,24.53,161.42
2013-01-25,120.999,80.67,24.478,160.65
2013-01-28,120.854,80.554,24.469,160.29
2013-01-29,121.329,80.503,24.609,160.99
2013-01-30,120.854,80.466,24.888,162.19
2013-01-31,120.556,80.539,24.88,161.2
2013-02-01,121.796,80.364,24.976,161.45
2013-02-04,120.427,80.591,24.888,162.0
2013-02-05,121.643,80.423,24.985,161.96
2013-02-06,121.732,80.562,24.95,162.39
2013-02-07,121.571,80.591,24.853,161.84
2013-02-08,122.247,80.613,24.95,161.57
2013-02-11,122.223,80.533,24.862,159.7
2013-02-12,122.425,80.518,24.906,159.89
2013-02-13,122.529,80.438,24.915,159.05
2013-02-14,122.642,80.584,24.88,158.35
2013-02-15,122.497,80.591,24.775,155.76
2013-02-19,123.415,80.496,24.679,155.33
2013-02-20,121.877,80.547,24.399,151.44
2013-02-21,121.136,80.591,24.119,152.62
2013-02-22,122.32,80.635,24.119,152.97
2013-02-25,119.992,80.942,24.006,154.34
2013-02-26,120.814,80.92,23.962,156.22
2013-02-27,122.336,80.942,23.814,154.57
2013-02-28,122.094,81.015,23.709,153.0
2013-03-01,122.497,81.044,23.543,152.44
2013-03-04,123.149,80.985,23.455,152.3
2013-03-05,124.253,80.919,23.674,152.38
2013-03-06,124.422,80.831,23.543,153.23
2013-03-07,124.647,80.663,23.7,152.69
2013-03-08,125.179,80.428,23.77,152.71
2013-03-11,125.654,80.472,23.787,152.99
2013-03-12,125.372,80.619,23.84,154.19
2013-03-13,125.549,80.553,23.717,153.66
2013-03-14,126.218,80.641,23.892,153.68
2013-03-15,126.051,80.714,23.945,154.0
2013-03-18,125.355,80.787,23.805,155.38
2013-03-19,125.064,80.904,23.63,156.08
2013-03-20,125.938,80.817,23.796,155.37
2013-03-21,124.862,80.831,23.691,156.25
2013-03-22,125.865,80.86,23.735,155.55
2013-03-25,125.339,80.831,23.752,155.24
2013-03-26,126.342,80.926,23.971,154.72
2013-03-27,126.342,81.095,24.093,155.36
2013-03-28,126.73,81.095,23.866,154.45
2013-04-01,126.229,81.168,23.866,154.67
2013-04-02,126.852,81.08,23.752,152.43
2013-04-03,125.566,81.168,23.35,150.73
2013-04-04,126.075,81.396,23.324,150.29
2013-04-05,125.509,81.631,23.307,152.81
2013-04-08,126.358,81.491,23.377,152.16
2013-04-09,126.795,81.521,23.525,153.34
2013-04-10,128.348,81.352,23.473,150.75
2013-04-11,128.769,81.366,23.377,151.05
2013-04-12,128.453,81.631,23.088,143.95
2013-04-15,125.477,81.667,22.398,131.31
2013-04-16,127.329,81.667,22.634,132.8
2013-04-17,125.469,81.667,22.302,132.87
2013-04-18,124.684,81.653,22.538,134.3
2013-04-19,125.768,81.66,22.485,135.47
2013-04-22,126.326,81.763,22.555,137.9
2013-04-23,127.628,81.726,22.415,136.88
2013-04-24,127.709,81.711,22.66,138.37
2013-04-25,128.227,81.675,22.957,141.63
2013-04-26,128.0,81.844,22.826,140.91
